YEAR,MO,DY,Temp_Max,Temp_Min,PRECTOTCORR
2022,4,25,29.94,20.56,1.81
2022,4,26,35.55,20.96,0.0
2022,4,27,36.08,19.21,0.07
2022,4,28,29.71,22.26,0.79
2022,4,29,30.18,21.56,4.47
2022,4,30,35.15,19.82,0.96
2022,5,1,39.35,19.41,0.0
2022,5,2,36.52,20.31,0.0
2022,5,3,38.02,20.95,0.0
2022,5,4,40.46,20.61,0.0
2022,5,5,42.08,25.23,0.0
2022,5,6,41.07,24.94,0.0
2022,5,7,38.75,22.36,0.0
2022,5,8,35.93,20.33,0.0
2022,5,9,36.12,18.77,0.0
2022,5,10,36.73,20.63,0.0
2022,5,11,40.74,22.44,0.0
2022,5,12,38.87,21.01,0.0
2022,5,13,37.94,21.22,0.0
2022,5,14,35.15,19.94,0.0
2022,5,15,37.7,19.12,0.0
2022,5,16,40.95,19.69,0.0
2022,5,17,39.96,21.61,0.0
2022,5,18,41.38,23.3,0.0
2022,5,19,42.48,24.44,0.0
2022,5,20,42.74,23.58,0.0
2022,5,21,43.56,24.31,0.0
2022,5,22,42.46,24.27,0.0
2022,5,23,43.83,25.44,0.0
2022,5,24,38.64,24.49,0.0
2022,5,25,39.08,22.49,0.0
2022,5,26,40.69,22.51,0.0
2022,5,27,40.92,22.71,0.0
2022,5,28,42.01,23.09,0.0
2022,5,29,40.78,23.48,0.0
2022,5,30,40.9,24.04,0.0
2022,5,31,41.31,24.9,0.0
2022,6,1,41.49,25.29,0.0
2022,6,2,41.13,23.78,0.0
2022,6,3,40.99,24.07,0.0
2022,6,4,42.83,27.95,0.0
2022,6,5,43.27,27.91,0.0
2022,6,6,44.07,26.33,0.0
2022,6,7,44.49,26.0,0.0
2022,6,8,44.78,26.65,0.0
2022,6,9,45.23,27.78,0.0
2022,6,10,45.07,27.75,0.0
2022,6,11,43.99,26.54,0.0
2022,6,12,44.1,26.69,0.0
2022,6,13,43.26,25.31,0.0
2022,6,14,43.46,26.69,0.0
2022,6,15,43.24,25.55,0.0
2022,6,16,43.46,27.26,0.0
2022,6,17,43.72,27.23,0.0
2022,6,18,44.17,27.79,0.0
2022,6,19,44.94,25.93,0.0
2022,6,20,46.09,28.04,0.0
2022,6,21,45.51,27.94,0.0
2022,6,22,45.44,29.01,0.0
2022,6,23,45.88,29.51,0.0
2022,6,24,44.37,27.36,0.0
2022,6,25,45.55,28.62,0.0
2022,6,26,45.74,30.8,0.0
2022,6,27,42.88,27.71,0.0
2022,6,28,42.71,25.44,0.0
2022,6,29,42.34,27.73,0.0
2022,6,30,44.33,26.65,0.0
2022,7,1,44.62,27.97,0.0
2022,7,2,44.67,27.97,0.0
2022,7,3,43.51,27.33,0.0
2022,7,4,42.57,27.34,0.0
2022,7,5,42.71,27.76,0.0
2022,7,6,42.32,27.01,0.0
2022,7,7,40.28,27.99,0.0
2022,7,8,43.4,29.09,0.0
2022,7,9,43.58,29.05,0.0
2022,7,10,43.53,27.47,0.0
2022,7,11,42.15,29.3,0.0
2022,7,12,38.66,29.23,0.0
2022,7,13,41.36,26.86,0.0
2022,7,14,42.94,28.88,0.0
2022,7,15,43.53,28.46,0.0
2022,7,16,43.58,29.32,0.0
2022,7,17,44.01,29.03,0.0
2022,7,18,44.62,30.31,0.0
2022,7,19,45.3,30.8,0.0
2022,7,20,45.55,30.26,0.0
2022,7,21,45.31,28.94,0.0
2022,7,22,45.09,30.16,0.0
2022,7,23,45.8,32.34,0.0
2022,7,24,45.69,29.8,0.0
2022,7,25,46.33,30.87,0.0
2022,7,26,43.81,29.59,0.0
2022,7,27,42.5,29.16,0.0
2022,7,28,40.89,30.43,0.04
2022,7,29,39.1,26.44,0.31
2022,7,30,41.26,27.46,0.36
2022,7,31,38.81,29.27,0.0
2022,8,1,37.9,29.59,0.56
2022,8,2,39.94,30.24,0.0
2022,8,3,43.35,30.64,0.0
2022,8,4,43.46,31.53,0.0
2022,8,5,45.82,32.5,0.0
2022,8,6,47.0,31.91,0.0
2022,8,7,47.01,31.58,0.0
2022,8,8,46.08,31.15,0.0
2022,8,9,46.2,31.98,0.0
2022,8,10,46.29,31.87,0.0
2022,8,11,45.05,32.42,0.0
2022,8,12,44.7,31.04,0.0
2022,8,13,45.12,30.92,0.0
2022,8,14,44.37,29.62,0.0
2022,8,15,44.32,28.54,0.0
2022,8,16,43.83,28.74,0.0
2022,8,17,44.76,29.3,0.0
2022,8,18,44.87,28.25,0.0
2022,8,19,45.68,29.1,0.0
2022,8,20,45.23,28.98,0.0
2022,8,21,45.57,29.44,0.0
2022,8,22,44.86,29.21,0.0
2022,8,23,43.62,29.45,0.0
2022,8,24,42.51,28.07,0.0
2022,8,25,41.96,27.64,0.0
2022,8,26,41.4,27.5,0.0
2022,8,27,41.14,27.97,0.0
2022,8,28,41.29,26.52,0.0
2022,8,29,41.64,26.18,0.0
2022,8,30,41.91,25.58,0.0
2022,8,31,39.58,25.98,0.0
2022,9,1,40.9,25.42,0.0
2022,9,2,41.81,25.65,0.0
2022,9,3,42.76,28.19,0.0
2022,9,4,42.94,27.16,0.0
2022,9,5,42.97,26.62,0.0
2022,9,6,43.76,26.74,0.0
2022,9,7,42.65,28.33,0.0
2022,9,8,41.9,27.31,0.0
2022,9,9,42.41,28.61,0.0
2022,9,10,43.01,26.84,0.0
2022,9,11,42.68,27.36,0.0
2022,9,12,43.3,26.51,0.0
2022,9,13,43.19,26.58,0.0
2022,9,14,43.16,24.98,0.0
2022,9,15,42.05,26.71,0.0
2022,9,16,40.66,24.01,0.0
2022,9,17,40.39,24.4,0.0
2022,9,18,40.83,24.59,0.0
2022,9,19,41.24,24.64,0.0
2022,9,20,40.3,23.13,0.0
2022,9,21,38.7,23.21,0.0
2022,9,22,39.94,24.98,0.0
2022,9,23,40.44,24.57,0.0
2022,9,24,39.32,24.47,0.0
2022,9,25,37.09,22.7,0.0
2022,9,26,37.27,23.62,0.0
2022,9,27,37.64,21.74,0.0
2022,9,28,37.43,21.87,0.0
2022,9,29,37.43,23.5,0.0
2022,9,30,35.9,19.76,0.0
2022,10,1,36.81,20.01,0.0
2022,10,2,37.3,23.41,0.0
2022,10,3,37.67,21.47,0.0
2022,10,4,36.87,21.37,0.0
2022,10,5,36.82,21.67,0.0
2022,10,6,37.43,24.05,0.0
2022,10,7,37.41,23.58,0.0
2022,10,8,37.32,22.35,0.0
2022,10,9,36.23,20.91,0.0
2022,10,10,36.44,21.35,0.0
2022,10,11,36.76,20.45,0.0
2022,10,12,35.83,19.63,0.0
2022,10,13,35.51,20.43,0.0
2022,10,14,34.62,20.9,0.0
2022,10,15,34.75,20.47,0.0
2022,10,16,35.33,19.76,0.0
2022,10,17,35.27,19.76,0.0
2022,10,18,35.31,20.42,0.0
2022,10,19,35.93,20.51,0.0
2022,10,20,35.17,20.08,0.0
2022,10,21,35.08,19.23,0.0
2022,10,22,33.99,19.42,0.0
2022,10,23,34.33,19.06,0.0
2022,10,24,34.68,19.4,0.0
2022,10,25,34.83,19.9,0.0
2022,10,26,33.46,19.06,0.0
2022,10,27,32.58,19.3,0.0
2022,10,28,34.12,17.69,0.0
2022,10,29,34.55,17.89,0.0
2022,10,30,34.31,17.55,0.0
2022,10,31,33.81,18.2,0.0
2022,11,1,34.13,18.78,0.0
2022,11,2,33.81,19.26,0.0
2022,11,3,34.53,19.97,0.0
2022,11,4,28.94,18.73,0.0
2022,11,5,30.13,18.27,0.0
2022,11,6,33.39,18.99,0.0
2022,11,7,33.96,18.36,0.0
2022,11,8,34.35,17.65,0.0
2022,11,9,33.62,17.37,0.0
2022,11,10,33.23,19.68,0.0
2022,11,11,31.38,19.87,0.0
2022,11,12,31.58,18.66,0.0
2022,11,13,31.52,18.73,0.0
2022,11,14,31.55,17.26,0.0
2022,11,15,31.8,17.17,0.0
2022,11,16,31.4,17.12,0.0
2022,11,17,31.69,17.64,0.0
2022,11,18,32.23,18.19,0.0
2022,11,19,28.48,15.48,0.0
2022,11,20,25.88,15.37,0.0
2022,11,21,26.25,12.98,0.0
2022,11,22,26.49,12.38,0.0
2022,11,23,27.55,13.37,0.0
2022,11,24,27.42,14.73,0.0
2022,11,25,29.62,16.04,0.0
2022,11,26,30.37,16.45,0.0
2022,11,27,29.96,16.44,0.0
2022,11,28,28.79,16.45,0.0
2022,11,29,27.03,15.76,0.0
2022,11,30,28.24,14.6,0.0
2022,12,1,28.96,15.76,0.0
2022,12,2,28.72,17.0,0.0
2022,12,3,29.01,14.82,0.0
2022,12,4,28.29,14.21,0.0
2022,12,5,28.74,15.76,0.0
2022,12,6,28.3,16.46,0.0
2022,12,7,24.48,14.5,0.0
2022,12,8,24.89,12.89,0.0
2022,12,9,22.97,13.31,0.34
2022,12,10,16.44,10.93,32.62
2022,12,11,20.5,9.05,0.0
2022,12,12,22.73,8.79,0.0
2022,12,13,24.37,10.68,0.0
2022,12,14,25.25,11.45,0.0
2022,12,15,26.3,12.43,0.0
2022,12,16,25.05,12.9,0.0
2022,12,17,21.91,11.62,0.0
2022,12,18,21.57,9.91,0.0
2022,12,19,21.62,8.63,0.0
2022,12,20,21.86,8.69,0.0
2022,12,21,22.36,8.3,0.0
2022,12,22,23.31,10.36,0.0
2022,12,23,24.36,12.42,1.8
2022,12,24,22.38,10.51,0.01
2022,12,25,21.05,7.48,0.01
2022,12,26,20.94,10.21,0.02
2022,12,27,22.27,8.17,0.0
2022,12,28,16.54,5.54,0.0
2022,12,29,17.23,3.46,0.0
2022,12,30,12.08,6.99,3.73
2022,12,31,17.86,8.4,4.47
2023,1,1,18.12,7.91,0.27
2023,1,2,13.88,8.94,11.94
2023,1,3,16.76,10.51,7.87
2023,1,4,21.73,11.44,9.55
2023,1,5,20.38,11.64,19.88
2023,1,6,14.11,9.66,10.04
2023,1,7,16.67,9.15,8.74
2023,1,8,15.78,9.62,0.9
2023,1,9,20.98,8.99,0.01
2023,1,10,19.31,7.44,0.21
2023,1,11,14.05,6.04,0.0
2023,1,12,15.42,6.95,0.0
2023,1,13,16.06,6.33,0.16
2023,1,14,20.97,10.37,3.07
2023,1,15,22.8,11.87,1.68
2023,1,16,22.69,12.01,0.0
2023,1,17,22.08,8.92,0.0
2023,1,18,17.51,5.99,0.0
2023,1,19,18.16,3.67,0.0
2023,1,20,18.26,4.53,0.0
2023,1,21,20.53,6.22,0.0
2023,1,22,20.68,7.3,0.01
2023,1,23,20.36,8.93,1.43
2023,1,24,20.64,10.61,0.37
2023,1,25,18.15,11.2,2.89
2023,1,26,19.64,9.89,1.65
2023,1,27,17.43,7.01,0.0
2023,1,28,17.6,4.8,0.0
2023,1,29,21.51,4.9,0.0
2023,1,30,23.49,7.48,0.0
2023,1,31,26.81,10.11,0.0
2023,2,1,25.78,13.26,0.0
2023,2,2,24.48,10.61,0.0
2023,2,3,18.13,7.25,0.0
2023,2,4,20.89,5.75,0.0
2023,2,5,25.37,8.73,0.0
2023,2,6,27.52,11.0,0.0
2023,2,7,25.57,12.04,0.0
2023,2,8,22.92,8.19,0.0
2023,2,9,18.62,6.03,0.0
2023,2,10,18.73,5.76,0.0
2023,2,11,21.35,6.62,0.0
2023,2,12,27.22,9.33,0.0
2023,2,13,24.56,9.49,0.0
2023,2,14,27.46,6.27,0.0
2023,2,15,29.4,11.35,0.0
2023,2,16,19.26,8.67,0.0
2023,2,17,17.65,6.45,0.0
2023,2,18,16.81,4.97,0.0
2023,2,19,19.48,4.55,0.0
2023,2,20,21.51,7.19,0.0
2023,2,21,26.41,8.23,0.0
2023,2,22,28.43,10.18,0.0
2023,2,23,29.15,10.57,0.0
2023,2,24,28.9,11.94,0.0
2023,2,25,28.82,11.62,0.0
2023,2,26,31.81,13.96,0.0
2023,2,27,31.0,14.58,0.0
2023,2,28,26.04,12.09,0.0
2023,3,1,22.01,14.78,0.0
2023,3,2,27.3,13.77,0.0
2023,3,3,29.12,11.65,0.0
2023,3,4,30.63,12.61,0.0
2023,3,5,31.81,15.04,0.0
2023,3,6,31.73,16.42,0.0
2023,3,7,31.87,16.04,0.0
2023,3,8,32.08,15.86,0.0
2023,3,9,33.55,16.98,0.13
2023,3,10,29.76,16.33,0.2
2023,3,11,27.12,14.11,0.21
2023,3,12,26.32,15.97,4.18
2023,3,13,27.33,16.7,0.85
2023,3,14,28.98,15.28,0.0
2023,3,15,30.76,18.09,3.91
2023,3,16,27.09,14.37,5.12
2023,3,17,27.68,12.77,0.0
2023,3,18,29.83,13.51,0.57
2023,3,19,31.02,15.51,0.0
2023,3,20,29.93,12.37,0.17
2023,3,21,25.19,11.05,0.0
2023,3,22,25.77,9.78,0.0
2023,3,23,26.87,9.73,0.0
2023,3,24,28.11,12.47,0.0
2023,3,25,31.42,13.3,0.0
2023,3,26,29.7,17.11,1.95
2023,3,27,29.54,16.37,1.24
2023,3,28,28.55,12.96,0.16
2023,3,29,29.32,11.99,0.0
2023,3,30,31.33,13.33,0.06
2023,3,31,32.8,17.43,0.3
2023,4,1,24.97,12.32,0.36
2023,4,2,24.84,9.15,0.0
2023,4,3,26.94,10.43,0.0
2023,4,4,29.56,14.12,0.0
2023,4,5,30.58,15.22,0.0
2023,4,6,31.84,15.84,0.0
2023,4,7,32.62,17.18,0.0
2023,4,8,23.58,15.86,0.02
2023,4,9,30.74,14.35,0.0
2023,4,10,30.18,18.01,0.0
2023,4,11,31.83,18.82,0.0
2023,4,12,35.05,20.93,1.49
2023,4,13,29.08,18.01,11.94
2023,4,14,29.49,16.01,0.0
2023,4,15,25.44,16.85,1.32
2023,4,16,28.57,15.7,7.82
2023,4,17,28.83,19.11,3.11
2023,4,18,30.83,19.33,0.0
2023,4,19,25.75,19.07,0.36
2023,4,20,31.01,17.94,0.0
2023,4,21,32.19,18.3,0.0
2023,4,22,33.4,21.82,0.0
2023,4,23,32.97,21.38,0.0
2023,4,24,34.76,21.46,0.11
2023,4,25,33.57,19.85,0.0
2023,4,26,31.99,18.81,0.15
2023,4,27,32.92,19.66,0.0
2023,4,28,35.52,18.66,0.0
2023,4,29,35.59,20.27,3.64
2023,4,30,35.8,18.34,0.0
2023,5,1,35.7,18.87,0.0
2023,5,2,33.94,19.13,0.0
2023,5,3,35.51,17.64,0.0
2023,5,4,34.75,18.9,0.0
2023,5,5,35.64,18.69,0.0
2023,5,6,37.68,20.48,0.0
2023,5,7,39.84,22.62,0.0
2023,5,8,40.21,24.34,0.0
2023,5,9,39.7,22.44,0.0
2023,5,10,39.64,23.11,0.0
2023,5,11,40.17,22.55,0.0
2023,5,12,41.12,24.02,0.0
2023,5,13,41.69,25.57,0.0
2023,5,14,38.81,24.81,0.0
2023,5,15,37.55,22.88,0.0
2023,5,16,39.73,23.25,0.37
2023,5,17,40.76,23.87,0.36
2023,5,18,39.25,26.11,0.88
2023,5,19,37.33,24.55,0.29
2023,5,20,39.16,24.11,0.36
2023,5,21,37.8,24.12,0.0
2023,5,22,39.84,24.16,0.0
2023,5,23,39.36,25.55,0.0
2023,5,24,39.67,24.94,0.0
2023,5,25,39.35,26.23,0.0
2023,5,26,40.28,27.95,0.0
2023,5,27,41.25,25.66,0.63
2023,5,28,42.73,25.6,0.0
2023,5,29,38.7,28.37,0.3
2023,5,30,38.73,26.33,0.0
2023,5,31,39.3,27.29,0.0
2023,6,1,40.09,28.48,0.0
2023,6,2,39.72,28.25,0.0
2023,6,3,40.85,24.08,0.0
2023,6,4,41.39,25.93,0.0
2023,6,5,41.32,27.15,0.0
2023,6,6,41.27,27.05,0.0
2023,6,7,41.35,26.06,0.0
2023,6,8,42.82,28.51,0.0
2023,6,9,41.55,26.04,0.0
2023,6,10,43.11,25.94,0.0
2023,6,11,44.39,26.35,0.0
2023,6,12,44.53,28.12,0.0
2023,6,13,44.3,29.12,0.0
2023,6,14,42.24,28.49,0.0
2023,6,15,44.22,29.39,0.0
2023,6,16,42.43,27.54,0.0
2023,6,17,41.05,25.57,0.0
2023,6,18,41.19,25.26,0.0
2023,6,19,42.12,26.61,0.0
2023,6,20,42.4,25.84,0.0
2023,6,21,42.85,25.96,0.0
2023,6,22,42.35,26.37,0.0
2023,6,23,43.34,26.58,0.0
2023,6,24,45.44,28.9,0.0
2023,6,25,44.44,28.85,0.0
2023,6,26,43.5,26.67,0.0
2023,6,27,44.18,26.4,0.0
2023,6,28,45.16,26.62,0.0
2023,6,29,44.73,27.09,0.0
2023,6,30,44.98,27.88,0.0
2023,7,1,45.21,27.3,0.0
2023,7,2,44.83,27.99,0.0
2023,7,3,43.83,27.07,0.0
2023,7,4,44.14,28.17,0.0
2023,7,5,43.05,27.97,0.0
2023,7,6,43.87,26.66,0.0
2023,7,7,44.98,27.33,0.0
2023,7,8,45.83,28.06,0.0
2023,7,9,45.53,28.25,0.0
2023,7,10,45.87,27.82,0.0
2023,7,11,45.77,27.6,0.0
2023,7,12,44.99,28.48,0.0
2023,7,13,43.62,29.69,0.0
2023,7,14,43.93,27.97,0.0
2023,7,15,46.28,28.44,0.0
2023,7,16,45.74,28.57,0.0
2023,7,17,45.99,28.15,0.0
2023,7,18,46.85,28.42,0.0
2023,7,19,46.45,28.25,0.0
2023,7,20,46.1,28.02,0.0
2023,7,21,45.71,29.7,0.0
2023,7,22,45.05,29.4,0.0
2023,7,23,45.37,29.55,0.0
2023,7,24,45.4,30.12,0.0
2023,7,25,45.84,30.69,0.0
2023,7,26,46.54,28.95,0.0
2023,7,27,45.75,28.93,0.0
2023,7,28,45.61,28.72,0.0
2023,7,29,44.62,29.7,0.0
2023,7,30,45.72,29.29,0.0
2023,7,31,46.33,30.28,0.0
2023,8,1,46.74,30.32,0.0
2023,8,2,46.33,29.38,0.0
2023,8,3,47.12,29.69,0.0
2023,8,4,44.95,30.57,0.0
2023,8,5,44.81,28.55,0.0
2023,8,6,44.87,27.69,0.0
2023,8,7,44.76,28.15,0.0
2023,8,8,44.36,27.65,0.0
2023,8,9,44.54,26.99,0.0
2023,8,10,44.83,28.02,0.0
2023,8,11,44.12,28.92,0.0
2023,8,12,44.55,28.33,0.0
2023,8,13,44.83,30.73,0.0
2023,8,14,44.89,31.26,0.0
2023,8,15,45.39,32.12,0.0
2023,8,16,44.7,29.12,0.0
2023,8,17,44.09,30.51,0.0
2023,8,18,44.3,29.99,0.0
2023,8,19,43.89,29.69,0.0
2023,8,20,43.47,30.33,0.0
2023,8,21,43.69,29.12,0.0
2023,8,22,42.83,28.19,0.0
2023,8,23,43.28,27.98,0.0
2023,8,24,45.43,29.8,0.0
2023,8,25,45.42,30.2,0.0
2023,8,26,44.87,29.3,0.0
2023,8,27,44.54,28.26,0.0
2023,8,28,44.69,27.61,0.0
2023,8,29,45.79,28.33,0.0
2023,8,30,45.8,29.22,0.0
2023,8,31,42.22,27.87,0.0
2023,9,1,42.46,26.73,0.0
2023,9,2,42.27,26.88,0.0
2023,9,3,41.24,26.44,0.0
2023,9,4,41.48,26.97,0.0
2023,9,5,42.52,27.34,0.0
2023,9,6,44.02,30.44,0.0
2023,9,7,43.62,27.57,0.0
2023,9,8,43.51,27.46,0.0
2023,9,9,43.45,27.76,0.0
2023,9,10,43.73,28.76,0.0
2023,9,11,44.58,30.73,0.0
2023,9,12,43.91,28.55,0.0
2023,9,13,44.13,27.89,0.0
2023,9,14,44.1,28.61,0.0
2023,9,15,42.35,26.38,0.0
2023,9,16,42.27,25.3,0.0
2023,9,17,43.11,26.55,0.0
2023,9,18,42.8,26.83,0.0
2023,9,19,41.92,26.37,0.0
2023,9,20,41.03,25.05,0.0
2023,9,21,41.39,24.54,0.0
2023,9,22,42.18,28.12,0.0
2023,9,23,42.05,27.4,0.0
2023,9,24,41.51,24.69,0.0
2023,9,25,41.73,25.93,0.0
2023,9,26,41.8,26.66,0.0
2023,9,27,40.88,25.7,0.0
2023,9,28,40.06,23.76,0.0
2023,9,29,40.15,26.82,0.0
2023,9,30,39.27,25.51,0.0
2023,10,1,38.05,22.08,0.0
2023,10,2,39.54,22.82,0.0
2023,10,3,41.26,24.28,0.0
2023,10,4,41.44,25.78,0.0
2023,10,5,41.05,24.82,0.0
2023,10,6,38.75,23.3,0.0
2023,10,7,39.82,22.55,0.0
2023,10,8,40.03,23.08,0.0
2023,10,9,39.17,25.3,0.0
2023,10,10,38.05,22.56,0.0
2023,10,11,37.65,23.88,0.0
2023,10,12,38.14,24.92,0.0
2023,10,13,38.26,20.76,0.0
2023,10,14,37.8,22.85,0.0
2023,10,15,37.98,21.86,0.0
2023,10,16,38.23,22.14,0.0
2023,10,17,37.25,22.05,0.0
2023,10,18,37.01,20.05,0.0
2023,10,19,35.82,20.03,0.0
2023,10,20,34.88,21.23,0.0
2023,10,21,35.37,21.25,0.0
2023,10,22,35.33,21.37,0.0
2023,10,23,34.8,19.74,0.0
2023,10,24,34.1,21.09,0.0
2023,10,25,33.8,19.65,0.0
2023,10,26,31.44,20.26,0.0
2023,10,27,31.05,19.36,0.0
2023,10,28,31.82,18.73,0.0
2023,10,29,31.8,18.74,0.0
2023,10,30,31.77,19.26,0.0
2023,10,31,31.41,20.19,3.62
2023,11,1,32.72,19.4,0.0
2023,11,2,30.51,21.23,0.01
2023,11,3,32.17,19.69,0.01
2023,11,4,30.84,20.91,2.71
2023,11,5,31.55,21.84,0.0
2023,11,6,31.38,19.77,0.0
2023,11,7,30.55,18.15,0.0
2023,11,8,30.58,18.03,0.0
2023,11,9,29.19,16.33,0.0
2023,11,10,28.56,16.74,0.0
2023,11,11,26.35,17.77,0.0
2023,11,12,29.15,18.65,0.0
2023,11,13,27.97,17.37,0.0
2023,11,14,30.19,17.31,0.0
2023,11,15,30.12,19.35,0.1
2023,11,16,28.88,18.03,0.65
2023,11,17,28.01,16.55,0.72
2023,11,18,27.76,15.19,0.0
2023,11,19,26.58,16.75,1.38
2023,11,20,25.87,17.04,2.52
2023,11,21,27.98,17.8,0.0
2023,11,22,24.28,16.22,0.0
2023,11,23,28.88,14.31,0.0
2023,11,24,29.58,16.62,0.0
2023,11,25,27.35,15.58,0.0
2023,11,26,30.83,14.96,0.0
2023,11,27,33.49,18.01,0.0
2023,11,28,28.69,16.85,0.0
2023,11,29,24.94,12.62,0.0
2023,11,30,27.34,12.21,0.0
2023,12,1,28.56,13.86,0.0
2023,12,2,26.26,13.05,0.0
2023,12,3,25.89,13.3,0.0
2023,12,4,24.55,13.84,0.0
2023,12,5,25.56,11.08,0.0
2023,12,6,25.51,10.32,0.0
2023,12,7,26.73,10.15,0.0
2023,12,8,26.57,12.56,0.0
2023,12,9,26.19,10.26,0.0
2023,12,10,26.49,11.01,0.0
2023,12,11,26.34,14.54,0.0
2023,12,12,25.56,11.24,0.0
2023,12,13,24.12,12.12,0.18
2023,12,14,21.61,8.62,0.0
2023,12,15,19.67,7.23,0.0
2023,12,16,20.3,5.41,0.0
2023,12,17,19.78,5.27,0.0
2023,12,18,21.25,9.4,0.0
2023,12,19,21.87,8.99,0.0
2023,12,20,22.35,8.62,0.0
2023,12,21,23.04,7.83,0.0
2023,12,22,24.89,10.32,0.0
2023,12,23,28.76,13.95,1.8
2023,12,24,24.18,11.75,0.01
2023,12,25,25.8,14.77,0.01
2023,12,26,24.64,11.83,0.0
2023,12,27,24.9,10.9,0.0
2023,12,28,25.84,11.87,0.0
2023,12,29,17.94,12.8,18.71
2023,12,30,22.75,10.73,0.02
2023,12,31,22.79,12.59,0.81
